created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,result extraction,token usage
Fri Nov 17 23:59:39 +0000 2023,1.72566503086641e+18,@Gede_86 @mohmahfudmd semangat pak ganjar,0.0,0.0,0.0,0.0,in,1.69174740910861e+18,1.72546759410547e+18,aisyahhnurr6,https://twitter.com/aisyahhnurr6/status/1725665030866415820,"named_entity_recognition: [""@Gede_86"", ""@mohmahfudmd"", ""pak ganjar""]

aspect_sentiment: [""semangat (positive)""]",198
Fri Nov 17 23:59:37 +0000 2023,1.72566502486439e+18,@Prihati_utami emang mantap banget deh pak ganjar sangat hebat,0.0,0.0,0.0,0.0,in,1.70534479704794e+18,1.72545525539004e+18,fahmisulhilmi,https://twitter.com/fahmisulhilmi/status/1725665024864399585,"named_entity_recognition: [PERSON: ""Prihati_utami"", ""ganjar""]
aspect_sentiment: [hebat (positive)]",192
Fri Nov 17 23:59:31 +0000 2023,1.72566499810467e+18,@Ganjar_Mahfud03 @KamanMoh49329 @_BungHerwin @NGM_007 @AyamSegar3 @ikapardede72 @Joker_Wedoks @TheLadyJoker @KepesengX0_ @SeriDianawati @SimanjuntakElly ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥° https://t.co/58ZjZnYhyR,0.0,0.0,0.0,2.0,qme,9.07224677411471e+17,1.72563682343801e+18,HeriSan74,https://twitter.com/HeriSan74/status/1725664998104678858,"named_entity_recognition: [@Ganjar_Mahfud03, @KamanMoh49329, @_BungHerwin, @NGM_007, @AyamSegar3, @ikapardede72, @Joker_Wedoks, @TheLadyJoker, @KepesengX0_, @SeriDianawati, @SimanjuntakElly]

aspect_sentiment: [tidak ada aspect yang dapat diidentifikasi]",347
Fri Nov 17 23:59:25 +0000 2023,1.72566497444883e+18,Ganjar memang disukai oleh semua kalangan. Semua generasi mendukung Ganjar. https://t.co/GMG6SAO5Sy,0.0,1.0,0.0,0.0,in,2700979628.0,1.72566495186249e+18,ganjarmbantul,https://twitter.com/ganjarmbantul/status/1725664974448832701,"named_entity_recognition: [Ganjar]
aspect_sentiment: [memang (positive), disukai (positive), semua kalangan (positive), semua generasi (positive), mendukung (positive)]",222
Fri Nov 17 23:59:25 +0000 2023,1.72566497116882e+18,@CNNIndonesia Semangat terus para pendukung pak Ganjar,,,,,,,,,,"named_entity_recognition: [CNNIndonesia, Ganjar]

aspect_sentiment: [pendukung (positive)]",183
Fri Nov 17 23:59:23 +0000 2023,1.72566496351847e+18,Ganjar memang disukai oleh semua kalangan. Semua generasi mendukung Ganjar. https://t.co/38rj7FdZHm,0.0,1.0,0.0,0.0,in,2700979628.0,1.72566495186249e+18,ganjarmbantul,https://twitter.com/ganjarmbantul/status/1725664963518476479,"named_entity_recognition: [Ganjar]
aspect_sentiment: [memang (positive), disukai (positive), semua kalangan (positive), semua generasi (positive), mendukung (positive)]",223
Fri Nov 17 23:59:21 +0000 2023,1.72566495486974e+18,@Prihati_utami Senyumnya pak Ganjar selalu adem bikin orng lain nyaman,0.0,0.0,0.0,0.0,in,1.70773348573218e+18,1.72545525539004e+18,Cheesecake43652,https://twitter.com/Cheesecake43652/status/1725664954869744100,,0
Fri Nov 17 23:59:20 +0000 2023,1.72566495186249e+18,Ganjar memang disukai oleh semua kalangan. Semua generasi mendukung Ganjar. https://t.co/aNZKOT1eOg,0.0,1.0,0.0,0.0,in,2700979628.0,1.72566495186249e+18,ganjarmbantul,https://twitter.com/ganjarmbantul/status/1725664951862497646,"named_entity_recognition: [Ganjar]
aspect_sentiment: [memang (positive), disukai (positive), semua kalangan (positive), semua generasi (positive), mendukung (positive)]",223
Fri Nov 17 23:59:20 +0000 2023,1.72566495029798e+18,@Prihati_utami Dimanapun pak ganjar pergi pasti bocil2 pada hepi,0.0,0.0,0.0,0.0,in,1.68923199174783e+18,1.72545525539004e+18,Zayenn9,https://twitter.com/Zayenn9/status/1725664950297981108,"named_entity_recognition: [PERSON]
aspect_sentiment: [bocil2 (positive)]",187
Fri Nov 17 23:59:14 +0000 2023,1.72566492623951e+18,@puanmaharani_ri @ganjarpranowo  Bukannya agak aneh mbak Puan dan mas Ganjar  PKB nomer urutnya 1 Amin no urutnya 1  Terus ... Bukannya sudah tau kita ketua KPU itu siapa?  https://t.co/vXziCD3Fis,0.0,0.0,0.0,0.0,in,1.3168708353076e+18,1.72566492623951e+18,geli_aah,https://twitter.com/geli_aah/status/1725664926239511021,"named_entity_recognition: [""@puanmaharani_ri"", ""@ganjarpranowo"", ""PKB"", ""Amin"", ""KPU""]

aspect_sentiment: [""agak aneh (negative)"", ""mbak Puan (neutral)"", ""mas Ganjar (neutral)"", ""PKB nomer urutnya 1 (neutral)"", ""Amin no urutnya 1 (neutral)"", ""ketua KPU (neutral)""]",314
Fri Nov 17 23:59:12 +0000 2023,1.72566491860579e+18,@kumparan Optimis Ganjar mahfud menang,0.0,0.0,0.0,0.0,in,1.70912547626513e+18,1.72549980552969e+18,SedapYusuf95150,https://twitter.com/SedapYusuf95150/status/1725664918605795683,"named_entity_recognition: [""Ganjar Mahfud"" (PERSON)]

aspect_sentiment: [""Optimis (positive)"", ""menang (positive)""]",190
Fri Nov 17 23:59:07 +0000 2023,1.72566489650184e+18,@mbahjhojho Kalau di jakarta itu..pilihannya cuma pro anies atau anti anies. yang anti anies ya bs jadi mayoritas ke Ganjar sedikit ke prabowo.,0.0,0.0,0.0,0.0,in,1.6050574173849e+18,1.72533549743704e+18,FransSimo,https://twitter.com/FransSimo/status/1725664896501841935,"named_entity_recognition: [Anies, Ganjar, Prabowo]
aspect_sentiment: [pilihannya (positive), pro anies (positive), anti anies (negative), mayoritas (positive), Ganjar (positive), prabowo (positive)]",244
Fri Nov 17 23:59:06 +0000 2023,1.72566489474864e+18,@kiki_daliyo Pinter2 pilih pemimpin ya semua,,,,,,,,,,"named_entity_recognition: [PERSON]

aspect_sentiment: [pilih (positive)]",177
Fri Nov 17 23:59:05 +0000 2023,1.7256648895939e+18,@Prihati_utami pak ganjar selalu jadi yang terbaik,0.0,0.0,0.0,0.0,in,1.70534479579387e+18,1.72545525539004e+18,revelisuikato,https://twitter.com/revelisuikato/status/1725664889593909746,"named_entity_recognition: [Prihati Utami, Ganjar]
aspect_sentiment: [paket (positif)]",186
Fri Nov 17 23:59:00 +0000 2023,1.72566486638261e+18,Pemilu ini gampang aja !  Terserah pilih siapa,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [Pemilu (positive)]",181
Fri Nov 17 23:58:52 +0000 2023,1.72566483606619e+18,Baguslah klo di ganti membuktikan bahwa Ganjar Mahfud bersih. Oya yg mengganti PJ siapa ya bukan nya Jokowi.??,0.0,0.0,0.0,1.0,in,3040738412.0,1.72566483606619e+18,GaMauntuk2024,https://twitter.com/GaMauntuk2024/status/1725664836066197886,"named_entity_recognition: [Ganjar Mahfud, Jokowi]

aspect_sentiment: [ganti (positive), membuktikan (positive), bersih (positive), mengganti (neutral)]",226
Fri Nov 17 23:58:51 +0000 2023,1.72566482925461e+18,@Ganjar_Mahfud03 https://t.co/TGAmp3lsQS,0.0,0.0,0.0,0.0,qme,1.65903468920059e+18,1.72536114882723e+18,BuzzerYohanis,https://twitter.com/BuzzerYohanis/status/1725664829254611247,"named_entity_recognition: []

aspect_sentiment: []",173
Fri Nov 17 23:58:49 +0000 2023,1.72566482277024e+18,@Prihati_utami aaaa ini terlalu gemoyy wkwk adiknya ucul bgt mana tangannya sambil gituu,,,,,,,,,,"named_entity_recognition: [adiknya]
aspect_sentiment: [terlalu gemoyy (positive), adiknya (positive), tangannya sambil gituu (positive)]",214
Fri Nov 17 23:58:47 +0000 2023,1.72566481343785e+18,@mihrabku Ayo dukung Ganjar coblos nomor 3 ya..  Ganjar sudah terbukti bukan hanya janji..ðŸ¤ŸðŸ¤ŸðŸ¤ŸðŸ¤ŸðŸ¤Ÿ https://t.co/oYcC43CpMe,0.0,0.0,0.0,0.0,in,1.04371529366561e+18,1.72547626899571e+18,mulstiyawan,https://twitter.com/mulstiyawan/status/1725664813437853867,"named_entity_recognition: [Ganjar]
aspect_sentiment: [dukung (positive), coblos nomor 3 (positive), terbukti (positive)]",254
Fri Nov 17 23:58:45 +0000 2023,1.72566480490251e+18,Sibuk hujat jokowi jadi lupa siapa orang dibelalakangny selama ini. ( Megatron). Pdipeh dan anteknya yg menang banyak karena Oposisi bersma buzzer kubu ganjar kompak Hajar jokowi.ðŸ˜† Yg bela jokowipun bingung karena tak ada pilihan lain. Itu reality.,0.0,1.0,0.0,1.0,in,1.34423719438322e+18,1.72566480490251e+18,JulieRahma4,https://twitter.com/JulieRahma4/status/1725664804902514818,"named_entity_recognition: [Jawaban anda: Jokowi, Megatron, Pdipeh, anteknya, Oposisi, buzzer kubu ganjar, jokowipun]

aspect_sentiment: [Sibuk hujat jokowi (negative), orang dibelakangny (neutral), Megatron (neutral), Pdipeh dan anteknya yg menang banyak (positive), Oposisi bersma buzzer kubu ganjar kompak Hajar jokowi (negative), yg bela jokowipun bingung (negative), tak ada pilihan lain (negative), reality (neutral)]",374
Fri Nov 17 23:58:43 +0000 2023,1.72566479589313e+18,@Prihati_utami emang keren banget deh pak ganjar,0.0,0.0,0.0,0.0,in,1.70534479038325e+18,1.72545525539004e+18,setriputri,https://twitter.com/setriputri/status/1725664795893133369,"named_entity_recognition: [Prihati Utami, Ganjar]

aspect_sentiment: [keren (positive)]",185
Fri Nov 17 23:58:36 +0000 2023,1.72566476899497e+18,@Melihat_Indo Inilah alasan kita untuk selalu mendukung pak Ganjar sampai garis finis ðŸ‘ðŸ‘ beliau memang pilihan terbaik,0.0,0.0,0.0,0.0,in,1.60744383568426e+18,1.72535735141337e+18,zunkha06,https://twitter.com/zunkha06/status/1725664768994972003,"named_entity_recognition: [pak Ganjar]
aspect_sentiment: [dukung (positive), pilihan terbaik (positive)]",221
Fri Nov 17 23:58:33 +0000 2023,1.72566475426468e+18,@sukasukaaja87 @Miduk17 Wih saat itu Presiden p.jokowinya,,,,,,,,,,"named_entity_recognition: [""Presiden Jokowi""]

aspect_sentiment: [saat itu (positive)]",188
Fri Nov 17 23:58:31 +0000 2023,1.72566474760401e+18,@Dennysiregar7 Nah bener tuh.. wkwkw makanya pilih yang jelas aja sekarang.. aku tetep sih dukung pak Ganjar Mahfud . Orangnya jujur dan punya komitmen,0.0,0.0,0.0,0.0,in,1.69908438895971e+18,1.72527258621983e+18,varadel_disya,https://twitter.com/varadel_disya/status/1725664747604017538,"named_entity_recognition: [""Dennysiregar7"", ""Ganjar Mahfud""]
aspect_sentiment: [""pilih (positive)"", ""orangnya jujur (positive)"", ""punya komitmen (positive)""]",248
Fri Nov 17 23:58:22 +0000 2023,1.72566470693186e+18,@Melihat_Indo Percaya kemampuan pak ganjar menuju Indonesia emas,0.0,0.0,0.0,0.0,in,975655344.0,1.72535735141337e+18,MartinaEkannit1,https://twitter.com/MartinaEkannit1/status/1725664706931867730,"named_entity_recognition: [Pak Ganjar]

aspect_sentiment: [kemampuan (positif), Indonesia emas (positif)]",193
Fri Nov 17 23:58:18 +0000 2023,1.72566469034761e+18,Emang keren aksi Ganjar Mahfud capres-cawapres pilihan rakyat. . . . Maju terus bersama rakyat Salam D3mokrasi Salam 3 Jari ðŸ¤Ÿ @ganjarpranowo https://t.co/nlw7LusXvQ,1.0,2.0,26.0,44.0,in,1.24935239295436e+18,1.72566469034761e+18,denni_sauya,https://twitter.com/denni_sauya/status/1725664690347610610,"named_entity_recognition: [""Ganjar Mahfud"", ""Salah satu cawapres"", ""D3mokrasi"", ""3 Jari"", ""ganjarpranowo""]

aspect_sentiment: [""aksi (positive)"", ""Ganjar Mahfud (positive)"", ""capres-cawapres (positive)"", ""pilihan rakyat (positive)"", ""Maju terus bersama rakyat (positive)"", ""Salam D3mokrasi (positive)"", ""Salam 3 Jari (positive)""]",334
Fri Nov 17 23:58:16 +0000 2023,1.72566468510057e+18,@ekokuntadhi1 Kalau aku udah yakin banget pak Ganjar Pranowo bakal bagus kalau jadi presiden selanjutnya.,0.0,0.0,0.0,0.0,in,1.59754613204065e+18,1.72515687554769e+18,Melodi12321,https://twitter.com/Melodi12321/status/1725664685100577159,"named_entity_recognition: [Ganjar Pranowo (PERSON)]

aspect_sentiment: [presiden (positive)]",204
Fri Nov 17 23:58:15 +0000 2023,1.72566467888457e+18,Capres yg suka tuding ASN tidak netral,,,,,,,,,,"named_entity_recognition: [Capres]
aspect_sentiment: [tuding (negative), ASN (neutral)]",178
Fri Nov 17 23:58:15 +0000 2023,1.72566467805836e+18,@KompasTV All in Ganjar Mahfud m3nang ðŸ¤©,0.0,0.0,0.0,0.0,in,1.69726089389212e+18,1.72517923136014e+18,BeClathria,https://twitter.com/BeClathria/status/1725664678058369483,"named_entity_recognition: [Ganjar Mahfud]

aspect_sentiment: [m3nang (positive)]",190
Fri Nov 17 23:58:12 +0000 2023,1.72566466716573e+18,@ganjarpranowo salut sama pak ganjar yang selalu dekat dengan alim ulama,0.0,0.0,0.0,0.0,in,1.65610025367699e+18,1.72548978100899e+18,inenovel925,https://twitter.com/inenovel925/status/1725664667165737188,"named_entity_recognition: [""ganjarpranowo""]

aspect_sentiment: [""dekat dengan alim ulama"" (positive)]",193
Fri Nov 17 23:58:12 +0000 2023,1.72566466555512e+18,@Nikmatul_Sg Mending fokus untuk menjemput kemenangan Ganjar Mahfud deh ,,,,,,,,,,"named_entity_recognition: [Ganjar Mahfud]

aspect_sentiment: [menjemput kemenangan (positive)]",195
Fri Nov 17 23:58:01 +0000 2023,1.72566462242503e+18,@Prihati_utami pak ganjar emang mantap,0.0,0.0,0.0,0.0,in,1.70512538080035e+18,1.72545525539004e+18,rahmaayu1716340,https://twitter.com/rahmaayu1716340/status/1725664622425035185,"named_entity_recognition: [Prihati Utami, Ganjar]
aspect_sentiment: [pak ganjar (positive)]",182
Fri Nov 17 23:57:57 +0000 2023,1.72566460446085e+18,@Melihat_Indo Gk eprnah ragu sih sama ganjar mahfud klo ak,0.0,0.0,0.0,0.0,in,1.68283920753269e+18,1.72535735141337e+18,CherishV71618,https://twitter.com/CherishV71618/status/1725664604460855519,"named_entity_recognition: [Ganjar Mahfud]

aspect_sentiment: [ragu (negative)]",190
Fri Nov 17 23:57:56 +0000 2023,1.72566459790513e+18,@ganjarpranowo pak ganjar selalu saja dekat dengan para kiai dan santri santri semoga doa orang orang sholeh selalu mengiringi langkah pak ganjar dalam kebaikan,0.0,0.0,0.0,0.0,in,1.70432784151572e+18,1.72548978100899e+18,annabella148112,https://twitter.com/annabella148112/status/1725664597905138141,"named_entity_recognition: [""ganjarpranowo"", ""kiai"", ""santri""]
aspect_sentiment: [""dekat (positive)"", ""doa (positive)"", ""langkah (positive)"", ""kebaikan (positive)""]",241
Fri Nov 17 23:57:54 +0000 2023,1.7256645923477e+18,@Prihati_utami Bukti nyata bahwa masyarakat punya kepercayaan besar pada Pak Ganjar. Keren!,0.0,0.0,0.0,0.0,in,1.68849067777947e+18,1.72545525539004e+18,zikalle16,https://twitter.com/zikalle16/status/1725664592347709567,"named_entity_recognition: [""Pak Ganjar""]

aspect_sentiment: [""masyarakat (positive)"", ""kepercayaan (positive)""]",200
Fri Nov 17 23:57:40 +0000 2023,1.72566453199584e+18,@ganjarpranowo Ini niih yang membuat pak Ganjar dekat dengan rakyat. Kesederhanaan â¤ï¸,0.0,0.0,0.0,0.0,in,1.5041745479812e+18,1.72539963744262e+18,arafa_je,https://twitter.com/arafa_je/status/1725664531995844968,"named_entity_recognition: [ganjarpranowo (PERSON)]

aspect_sentiment: [membuat (positive), pak Ganjar (positive), dekat (positive), rakyat (positive), kesederhanaan (positive)]",227
Fri Nov 17 23:57:39 +0000 2023,1.72566453013749e+18,@Paramitha234 @ganjarpranowo @mohmahfudmd Ganjar Mahfud ðŸ‡®ðŸ‡© Indonesia ungguL https://t.co/XKXYUcBgJ2,0.0,0.0,1.0,2.0,in,1.6207443311362e+18,1.72554467253651e+18,MMasbin,https://twitter.com/MMasbin/status/1725664530137497851,"named_entity_recognition: [@Paramitha234, @ganjarpranowo, @mohmahfudmd, Ganjar Mahfud, Indonesia]
aspect_sentiment: [ungguL (positive)]",240
Fri Nov 17 23:57:39 +0000 2023,1.72566452950444e+18,@officialinews_ Optimis Ganjar mahfud menang,0.0,0.0,0.0,0.0,in,1.70912547626513e+18,1.72547234831965e+18,SedapYusuf95150,https://twitter.com/SedapYusuf95150/status/1725664529504449005,"named_entity_recognition: [Ganjar Mahfud]

aspect_sentiment: [Optimis (positive)]",181
Fri Nov 17 23:57:36 +0000 2023,1.72566451638053e+18,@Melihat_Indo Disinilah yg membuat kita yakin untuk mendukung penuh pak Ganjar,0.0,0.0,0.0,0.0,in,1.60744661056867e+18,1.72535735141337e+18,zennyzen_07,https://twitter.com/zennyzen_07/status/1725664516380532807,"named_entity_recognition: [PERSON]
aspect_sentiment: [tidak ada aspect yang ditemukan]",190
Fri Nov 17 23:57:34 +0000 2023,1.72566450719918e+18,Pak Ganjar Pranowo diskusi dan beri orasi di hadapan buruh se-Kab Tangerang,,,,,,,,,,"named_entity_recognition: [""Pak Ganjar Pranowo"", ""buruh"", ""Kab Tangerang""]
aspect_sentiment: [""diskusi (positive)"", ""beri orasi (positive)""]",213
Fri Nov 17 23:57:33 +0000 2023,1.72566450374719e+18,@Tan_Mar3M @Hasbil_Lbs Di sirkel gw,,,,,,,,,,"named_entity_recognition: [@Tan_Mar3M, @Hasbil_Lbs]
aspect_sentiment: [sirkel (positive)]",188
Fri Nov 17 23:57:32 +0000 2023,1.72566449949005e+18,@Paramitha234 @ganjarpranowo @mohmahfudmd Ganjar Mahfud ðŸ‡®ðŸ‡© Indonesia ungguL https://t.co/dF5wXPp6x6,0.0,1.0,1.0,1.0,in,1.6207443311362e+18,1.72554467253651e+18,MMasbin,https://twitter.com/MMasbin/status/1725664499490054228,"named_entity_recognition: [""@Paramitha234"", ""@ganjarpranowo"", ""@mohmahfudmd"", ""Ganjar Mahfud"", ""Indonesia""]
aspect_sentiment: []",240
Fri Nov 17 23:57:31 +0000 2023,1.72566449561454e+18,@ganjarpranowo Wah diborong nih dagangan ibuknya berkah selalu pak ganjar,0.0,0.0,0.0,0.0,in,1.63514852258781e+18,1.72539963744262e+18,Ririssetiawati7,https://twitter.com/Ririssetiawati7/status/1725664495614546199,"named_entity_recognition: [ganjarpranowo, ibuknya]

aspect_sentiment: [dagangan (positive), berkah (positive)]",198
Fri Nov 17 23:57:31 +0000 2023,1.72566449426395e+18,@Melihat_Indo Ganjar mahfud sih gk perlu diragukan lg sih ya,0.0,0.0,0.0,0.0,in,1.68348627402644e+18,1.72535735141337e+18,KKatheleen55539,https://twitter.com/KKatheleen55539/status/1725664494263951360,"named_entity_recognition: [Ganjar Mahfud]
aspect_sentiment: [tidak ada aspect yang dapat diidentifikasi]",195
Fri Nov 17 23:57:16 +0000 2023,1.72566443010784e+18,@RaniKancana Buzzer Ganjar mulai bawa2 fisik  setelah Prabowo sekarang Budiman  kasihan sekali ga ada prestasi dari Ganjar dan Blunder Mahpud soal Pakta Integritas  Sok Jujur Sok demokrasi  nyata2 nya di belakang lebih parah,0.0,0.0,0.0,0.0,in,1.05143277075541e+18,1.72543403065574e+18,0pp4_lee,https://twitter.com/0pp4_lee/status/1725664430107844657,"named_entity_recognition: [Ganjar, Prabowo, Budiman, Mahpud, Pakta Integritas]
aspect_sentiment: [Buzzer (negative), Ganjar (negative), fisik (negative), Prabowo (positive), Budiman (negative), prestasi (negative), Blunder Mahpud (negative), Pakta Integritas (negative), Sok Jujur (negative), Sok demokrasi (negative)]",315
Fri Nov 17 23:57:02 +0000 2023,1.7256643710311e+18,@Melihat_Indo Ak  yakin sih klo ganjar bsa lebih unggul,0.0,0.0,0.0,0.0,in,1.6833713917171e+18,1.72535735141337e+18,LeilaniLel59302,https://twitter.com/LeilaniLel59302/status/1725664371031105872,"named_entity_recognition: []

aspect_sentiment: [ganjar (positive)]",181
Fri Nov 17 23:56:56 +0000 2023,1.72566434936744e+18,Maju terus Ganjar - Mahfud,0.0,0.0,0.0,2.0,in,1384502119.0,1.72566434936744e+18,has_meliala,https://twitter.com/has_meliala/status/1725664349367447925,"named_entity_recognition: [Ganjar (PERSON), Mahfud (PERSON)]
aspect_sentiment: [Maju (positive)]",182
Fri Nov 17 23:56:53 +0000 2023,1.72566433667139e+18,@Paltiwest Jadi terkonfirmasi kan,,,,,,,,,,"named_entity_recognition: [@Paltiwest]
aspect_sentiment: [Jadi (positive)]",176
Fri Nov 17 23:56:51 +0000 2023,1.72566432724674e+18,@ganjarpranowo salut pak ganjar selalu menebar kebaikan dan menjaga silaturahmi,0.0,0.0,0.0,0.0,in,1.56660254095472e+18,1.72548978100899e+18,clarr03,https://twitter.com/clarr03/status/1725664327246741805,"named_entity_recognition: [""ganjarpranowo""]

aspect_sentiment: [""menebar kebaikan"" (positive), ""menjaga silaturahmi"" (positive)]",208
Fri Nov 17 23:56:47 +0000 2023,1.72566431185366e+18,@Melihat_Indo Gak diragukan lagi pemimpin yg punya kinerja baik pasti memang pak Ganjar,0.0,0.0,0.0,0.0,in,1.60752882728635e+18,1.72535735141337e+18,fanlesia_08,https://twitter.com/fanlesia_08/status/1725664311853666509,"named_entity_recognition: [""Ganjar""]

aspect_sentiment: [""kinerja (positif)""]",195
Fri Nov 17 23:56:47 +0000 2023,1.72566431011301e+18,@ganjarpranowo Jadi saksi perjalanan pak Ganjar sampai titik ini. Semoga terus dalam kesederhanaan ketika memimpin nanti,0.0,0.0,0.0,0.0,in,1.50369546284685e+18,1.72539963744262e+18,pin_uppin,https://twitter.com/pin_uppin/status/1725664310113013843,"named_entity_recognition: [""ganjarpranowo""]

aspect_sentiment: [""saksi (positive)"", ""perjalanan (positive)"", ""kesederhanaan (positive)"", ""memimpin (positive)""]",226
Fri Nov 17 23:56:35 +0000 2023,1.72566426173586e+18,@Melihat_Indo Hanya Ganjar Mahfud pilihan benar dan terbaik,0.0,0.0,0.0,0.0,in,1.70111529377353e+18,1.72535735141337e+18,ahzidan78,https://twitter.com/ahzidan78/status/1725664261735862356,"named_entity_recognition: [Ganjar Mahfud]

aspect_sentiment: [pilihan (positif), benar (positif), terbaik (positif)]",201
Fri Nov 17 23:56:31 +0000 2023,1.72566424220305e+18,@Maudy_Apain secara akal sehat dan hati nurani rakyat akan memilih yang kontennya menarik dibanding yg thumbnail-nya manipulatif ............ ke tps jangan lupa pilih ganjar-mahfud !!!,0.0,0.0,0.0,1.0,in,1.06712760704334e+18,1.72555521058685e+18,endonesiatwit,https://twitter.com/endonesiatwit/status/1725664242203050113,"named_entity_recognition: [ganjar-mahfud (PERSON)]

aspect_sentiment: [kontennya (positive), thumbnail-nya (negative)]",231
Fri Nov 17 23:56:19 +0000 2023,1.72566419418247e+18,@kiki_daliyo Yahhh sekarang mah fokus saja untuk dukung Ganjar Mahfud ,,,,,,,,,,"named_entity_recognition: [""Ganjar Mahfud""]

aspect_sentiment: []",184
Fri Nov 17 23:56:18 +0000 2023,1.72566418972385e+18,@ganjarpranowo Benar bener rakyat biasa ya ternyata pak ganjar,0.0,0.0,0.0,0.0,in,1.63520138171083e+18,1.72539963744262e+18,bagoesdw13,https://twitter.com/bagoesdw13/status/1725664189723857259,"named_entity_recognition: [""ganjarpranowo"" (PERSON)]

aspect_sentiment: [""rakyat biasa"" (positive)]",194
Fri Nov 17 23:56:16 +0000 2023,1.72566417874738e+18,Adek gak kuatir dibilang setingan kubu Ganjar? ðŸ˜µâ€ðŸ’« . Org buta hati ya gitu,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [Adek (negative), setingan kubu Ganjar (negative), Org buta hati (negative)]",223
Fri Nov 17 23:56:15 +0000 2023,1.72566417540033e+18,Budayawan Eros Djarot : Rakyat tidak bodoh dalam kecurangan Pemilu Emang mau dibodohin terus ?  .  .  Ronde 4 | Jefri | Esemka | KDRT | Si El | Klok | Qory | Pukulan | Ganjar Presiden | Coldplay | dicuci | Haechan | Irak | Iraq | Antifa | Laden https://t.co/ZoXxJRLs1G,0.0,0.0,0.0,1.0,in,1.70906498693561e+18,1.72566417540033e+18,Cerita667096,https://twitter.com/Cerita667096/status/1725664175400333684,"named_entity_recognition: [Budayawan Eros Djarot, Pemilu, Jefri, Esemka, KDRT, Si El, Klok, Qory, Ganjar Presiden, Coldplay, Haechan, Irak, Iraq, Antifa, Laden]

aspect_sentiment: [Rakyat (positive), kecurangan Pemilu (negative), dibodohin (negative), Ronde 4 (neutral), Jefri (neutral), Esemka (neutral), KDRT (negative), Si El (neutral), Klok (neutral), Qory (neutral), Pukulan (neutral), Ganjar Presiden (positive), Coldplay (positive), dicuci (neutral), Haechan (neutral), Irak (neutral), Iraq (neutral), Antifa (neutral), Laden (neutral)]",426
Fri Nov 17 23:56:14 +0000 2023,1.7256641720491e+18,@Gus_Raharjo Masyarakat juga bisa menilai mana yang harus di pilih,,,,,,,,,,"named_entity_recognition: [Gus_Raharjo, Masyarakat]

aspect_sentiment: [menilai (positive)]",190
Fri Nov 17 23:56:06 +0000 2023,1.72566413792003e+18,@Leonita_Lestari Memang politik itu kotor,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [politik (negative)]",172
Fri Nov 17 23:56:05 +0000 2023,1.72566413419965e+18,@Prihati_utami Kebahagiaan si dd mewakili hati kita semua yg begitu nyaman dengan pak Ganjar karena ketulusan nya,0.0,0.0,0.0,0.0,in,1.69065057881131e+18,1.72545525539004e+18,xazaztan2,https://twitter.com/xazaztan2/status/1725664134199656649,"named_entity_recognition: [""dd"", ""Ganjar""]
aspect_sentiment: [""Kebahagiaan (positive)"", ""hati (positive)"", ""ketulusan (positive)""]",220
Fri Nov 17 23:56:05 +0000 2023,1.72566413247586e+18,@Prihati_utami Welehhh lucunya pak ganjar sm anak rakyat,0.0,0.0,0.0,0.0,in,1.62661194072949e+18,1.72545525539004e+18,DixieBranch12,https://twitter.com/DixieBranch12/status/1725664132475863546,"named_entity_recognition: [""@Prihati_utami"", ""Pak Ganjar""]
aspect_sentiment: [""lucu (positive)""]",193
Fri Nov 17 23:55:57 +0000 2023,1.72566410054876e+18,@LensaHijau09 @Dennysiregar7 @feroferraferri @ganjarpranowo Kalian para pendukungku tidak usah panik ya,,,,,,,,,,"named_entity_recognition: [@LensaHijau09, @Dennysiregar7, @feroferraferri, @ganjarpranowo]

aspect_sentiment: [pendukungku (positive)]",229
Fri Nov 17 23:55:55 +0000 2023,1.72566409214338e+18,@HensuAja Dia kader PDI.P sesama PDI. Kan saling dukung wajar donkk. Dia tlp2nan jg tidak menggunakan sragam dinas tidak di depan masyarakat ,,,,,,,,,,"named_entity_recognition: [""@HensuAja"", ""PDI.P""]
aspect_sentiment: [""kader PDI.P (positive)"", ""saling dukung (positive)"", ""tlp2nan (neutral)"", ""sragam dinas (negative)"", ""masyarakat (neutral)""]",253
Fri Nov 17 23:55:48 +0000 2023,1.72566406243095e+18,@Nikmatul_Sg terserah lah ini keluarga pada mau betingkah gimana,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [keluarga (neutral)]",181
Fri Nov 17 23:55:42 +0000 2023,1.72566403869929e+18,@Prihati_utami kok lucu amat sihhðŸ˜ pasti dedeknya sakting tuh bisa ketemu dan deket sama pak ganjar,0.0,0.0,0.0,0.0,in,1.70945465990216e+18,1.72545525539004e+18,Kardun51138,https://twitter.com/Kardun51138/status/1725664038699290666,"named_entity_recognition: [""Prihati_utami"", ""pak ganjar""]
aspect_sentiment: [""kok lucu (positive)"", ""dedeknya sakting (positive)""]",219
