name,text,rt,id,result extraction,token usage,entity,aspect,sentiment
puan,Ketua Umum PDI Perjuangan Megawati Soekarnoputri diprediksi bakal mengusung putrinya sendiri yang juga Ketua DPR RI… https://t.co/bjaM0OtERG,0,1552259818739486721,"named_entity_recognition: [Megawati Soekarnoputri, PDI Perjuangan, putrinya, Ketua DPR RI]
aspect_sentiment: [mengusung (positif)]",239,"Megawati Soekarnoputri,PDI Perjuangan,putrinya,Ketua DPR RI",mengusung,positif
puan,"Pengamat menilai, mandat politik Mega ke Puan Maharani untuk persiapkan diri di pilpres. https://t.co/7k3645gjyF Waktunya Puan Maharani",0,1552259818739486721,"named_entity_recognition: [""Pengamat"", ""Mega"", ""Puan Maharani""]

aspect_sentiment: [""mandat politik (positive)"", ""persiapkan diri (positive)"", ""pilpres (neutral)"", ""Waktunya Puan Maharani (positive)""]",251,"Pengamat,Mega,Puan Maharani","mandat politik,persiapkan diri,pilpres,Waktunya Puan Maharani","positive,positive,neutral,positive"
puan,Megawati mengirim sinyal kuat bahwa Puan Maharani menjadi kandidat kuat calon presiden yang akan diusung PDIP dalam… https://t.co/3iSCuS6u9Z,0,1552259818739486721,"named_entity_recognition: [Megawati, Puan Maharani, PDIP]

aspect_sentiment: [mengirim sinyal (positif), Puan Maharani menjadi kandidat kuat calon presiden (positif), diusung PDIP (positif)]",252,"Megawati,Puan Maharani,PDIP","mengirim sinyal,Puan Maharani menjadi kandidat kuat calon presiden,diusung PDIP","positif,positif,positif"
puan,"Kenaikan inflasi menggerus daya beli masyarakat, Puan Maharani himbau untuk perkuat daya beli masyarakat demi kepen… https://t.co/5lDVOsW7jo",0,1552259818739486721,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [kenaikan inflasi (negatif), daya beli masyarakat (negatif), Puan Maharani (netral)]",235,Puan Maharani,"kenaikan inflasi,daya beli masyarakat,Puan Maharani","negatif,negatif,netral"
puan,Ada pesan khusus dari Mega ke Puan agar datang ke partai politik lain dan persiapkan diri untuk pilpres 2024 mendat… https://t.co/Bt6aTjFXwC,0,1552259818739486721,"named_entity_recognition: [Mega, Puan, pilpres 2024]
aspect_sentiment: [pesan (netral), datang ke partai politik lain (positif), persiapkan diri (positif)]",241,"Mega,Puan,pilpres 2024","pesan,datang ke partai politik lain,persiapkan diri","netral,positif,positif"
puan,Mandat yang diberikan Megawati kepada Puan Maharani diyakini sebagai pesan tersirat kepada anaknya tersebut untuk m… https://t.co/tLkgXDlRLg,0,1552259818739486721,"named_entity_recognition: [Megawati, Puan Maharani]
aspect_sentiment: [Mandat (positive), pesan (positive)]",217,"Megawati,Puan Maharani","Mandat,pesan","positive,positive"
puan,Mandat politik dari Megawati ke Puan Maharani dinilai ada maksud khusus. https://t.co/7r2bcWFCkY Waktunya Puan Maharani,0,1552259818739486721,"named_entity_recognition: [""Megawati"", ""Puan Maharani""]
aspect_sentiment: [""Mandat politik (positive)"", ""maksud khusus (negative)"", ""Waktunya Puan Maharani (neutral)""]",239,"Megawati,Puan Maharani","Mandat politik,maksud khusus,Waktunya Puan Maharani","positive,negative,neutral"
puan,Puan Maharani mendorong agar penyusunan upah minimum 2023 mempertimbangkan kenaikan berbagai kebutuhan pokok.… https://t.co/96gk4VJsbz,0,1552259818739486721,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [penyusunan upah minimum 2023 (positive), kenaikan berbagai kebutuhan pokok (positive)]",231,Puan Maharani,"penyusunan upah minimum 2023,kenaikan berbagai kebutuhan pokok","positive,positive"
puan,Puan Maharani disebut sebagai tokoh perempuan yang paling potensial untuk maju sebagai calon presiden di 2024.… https://t.co/UOVYPTUnSH,0,1552259818739486721,"named_entity_recognition: [""Puan Maharani""]

aspect_sentiment: [""tokoh perempuan"" (positive), ""calon presiden"" (positive)]",220,Puan Maharani,"tokoh perempuan,calon presiden","positive,positive"
puan,Pengamat menilai bahwa safari politik Puan Maharani adalah sebuah bentuk persiapan untuk nyapres di 2024.… https://t.co/3TKclXlcrc,0,1552259818739486721,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [safari politik (positive), persiapan (positive), nyapres (positive)]",220,Puan Maharani,"safari politik,persiapan,nyapres","positive,positive,positive"
puan,Umur baru 20 dah tag twtjodoh nak cari pasangan hidup ni patut habiskan belajar dulu. Cari kerja. Hidup sekarang ni… https://t.co/6nFqpXsveo,1136,1551481237650698241,"named_entity_recognition: []

aspect_sentiment: [Umur (positive), tag twtjodoh (neutral), cari pasangan hidup (positive), habiskan belajar (positive), cari kerja (positive), Hidup sekarang (positive)]",258,,"Umur,tag twtjodoh,cari pasangan hidup,habiskan belajar,cari kerja,Hidup sekarang","positive,neutral,positive,positive,positive,positive"
puan,Safari politik yang dilakukan Puan Maharani sebagai sinyal kuat PDIP untuk bekontestasi dalam pemilihan presiden 20… https://t.co/qM08IQQbkU,0,1551481237650698241,"named_entity_recognition: [Puan Maharani, PDIP]

aspect_sentiment: [Safari politik (positif), Pemilihan presiden (netral)]",223,"Puan Maharani,PDIP","Safari politik,Pemilihan presiden","positif,netral"
puan,Puan Maharani mendorong NU untuk bergerak secara global untuk merawat jagad dan membangun peradaban. https://t.co/Q9HnJRyh5I,0,1551481237650698241,"named_entity_recognition: [Puan Maharani, NU]

aspect_sentiment: [merawat jagad (positive), membangun peradaban (positive)]",219,"Puan Maharani,NU","merawat jagad,membangun peradaban","positive,positive"
puan,SMRC prediksi PDIP akan mengusung Puan Maharani dalam pilpres 2024. https://t.co/WmJeec6T8j,0,1551481237650698241,"named_entity_recognition: [""SMRC"", ""PDIP"", ""Puan Maharani""]

aspect_sentiment: [""prediksi (positive)""]",209,"SMRC,PDIP,Puan Maharani",prediksi,positive
puan,"Emeklerim,hayallerim ve hakkım... Hepsi 3-5 dklik mülakatla hiç oldu gitti. Kpssden 90 puan aldım ben. Bunun için m… https://t.co/bicNjKAzo2",27,1552244634126110720,"named_entity_recognition: []

aspect_sentiment: []",215,,,
puan,Puan Maharani mengingatkan bahwa pemilu 2024 bukan ajang memecah belah bangsa. https://t.co/9E2vSGFU6l Waktunya Puan Maharani,0,1552244634126110720,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [pemilu 2024 (positive), ajang memecah belah bangsa (negative)]",229,Puan Maharani,"pemilu 2024,ajang memecah belah bangsa","positive,negative"
puan,Megawati menugaskan Puan Maharani untuk menjalin komunikasi dengan partai politik lain. https://t.co/HWoBVDyaQ6,0,1552244634126110720,"named_entity_recognition: [""Megawati"", ""Puan Maharani""]

aspect_sentiment: [""menugaskan (positive)"", ""menjalin komunikasi (positive)""]",216,"Megawati,Puan Maharani","menugaskan,menjalin komunikasi","positive,positive"
puan,Relawan Gema Puan di malang mendeklarasikan Puan Maharani sebagai presiden Indonesia 2024 mendatang. https://t.co/3pPsu6BtRj,0,1552244634126110720,"named_entity_recognition: [Gema Puan, Puan Maharani, Indonesia]

aspect_sentiment: [Relawan Gema Puan (positive), Puan Maharani (positive), presiden Indonesia 2024 (positive)]",235,"Gema Puan,Puan Maharani,Indonesia","Relawan Gema Puan,Puan Maharani,presiden Indonesia 2024","positive,positive,positive"
puan,Waktunya Puan Maharani nih untuk adanya transparansi DPR https://t.co/SoFjIS28ea,0,1552244634126110720,"named_entity_recognition: [""Puan Maharani"", ""DPR""]

aspect_sentiment: [""transparansi (positive)""]",198,"Puan Maharani,DPR",transparansi,positive
puan,"Puan Maharani terus turun bertemu rakyat, membantu rakyat, menyejahterakan rakyat. https://t.co/NrLrvMin2e Waktunya Puan Maharani",0,1552244634126110720,"named_entity_recognition: [Puan Maharani]
aspect_sentiment: [turun (positif), bertemu (positif), membantu (positif), menyejahterakan (positif)]",236,Puan Maharani,"turun,bertemu,membantu,menyejahterakan","positif,positif,positif,positif"
puan,"@equoreals Sang puan berdiri dari kursisnya dan memeluk setangkai bunga berwarna biru putih dipelukannya.
Seraya te… https://t.co/yIzgoRlqJp",1,1552472728837316608,"named_entity_recognition: [Sang puan]
aspect_sentiment: [berdiri (positive), memeluk setangkai bunga berwarna biru putih (positive)]",237,Sang puan,"berdiri,memeluk setangkai bunga berwarna biru putih","positive,positive"
puan,Puan Maharani memiliki satu visi yang sama dengan Fatayat NU dalam upaya memperjuangkan hak-hak perempuan.… https://t.co/0Vs7dbM8RQ,0,1552472728837316608,"named_entity_recognition: [Puan Maharani, Fatayat NU]
aspect_sentiment: [visi (positif), upaya (positif), hak-hak perempuan (positif)]",229,"Puan Maharani,Fatayat NU","visi,upaya,hak-hak perempuan","positif,positif,positif"
puan,"Waktunya Puan Maharani
👂🎶🧡THANK YOU🧡 https://t.co/cetENVeRcg",0,1552472728837316608,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [Waktunya (positive)]",199,Puan Maharani,Waktunya,positive
puan,Puan Maharani dinilai memiliki keistimewaan sebagai politisi perempuan. https://t.co/Vf7iQL9vJu Waktunya Puan Maharani,0,1552465038836916225,"named_entity_recognition: [""Puan Maharani""]

aspect_sentiment: [""memiliki keistimewaan (positive)""]",210,Puan Maharani,memiliki keistimewaan,positive
puan,"Puan Maharani yakin jika perempuan Indonesia memiliki kreativitas, ide, dan bisa menemukan cara-cara untuk meningka… https://t.co/U2DcxycN9r",0,1552465038836916225,"named_entity_recognition: [Puan Maharani, Indonesia]

aspect_sentiment: [perempuan Indonesia (positive), kreativitas (positive), ide (positive), cara-cara (positive), meningkat (positive)]",234,"Puan Maharani,Indonesia","perempuan Indonesia,kreativitas,ide,cara-cara,meningkat","positive,positive,positive,positive,positive"
puan,"saya dukung Bu Puan
Waktunya Puan Maharani https://t.co/4IQZOCho8f",0,1552465038836916225,"named_entity_recognition: [Bu Puan Maharani]

aspect_sentiment: [saya dukung (positive)]",194,Bu Puan Maharani,saya dukung,positive
puan,/ex ada puan yg bersedia cuddle pagi ini? -m95,0,1552465038836916225,"named_entity_recognition: [Puan]
aspect_sentiment: [cuddle (positive)]",179,Puan,cuddle,positive
puan,Puan Maharani dianggap meruskan semangat Soekarno sebagai pemimpin bangsa. https://t.co/P3ytcpcZqf Waktunya Puan Maharani,0,1552465038836916225,"named_entity_recognition: [""Puan Maharani"", ""Soekarno""]
aspect_sentiment: [""merusak semangat Soekarno (negative)""]",223,"Puan Maharani,Soekarno",merusak semangat Soekarno,negative
puan,"Puan Maharani menegaskan, capaian yg diraihnya hingga kini adalah hasil dari kerja kerasnya dan tidak mengandalkan… https://t.co/QG4hqNCvGY",0,1552465038836916225,"named_entity_recognition: [Puan Maharani]
aspect_sentiment: [capaian (positif), kerja keras (positif)]",219,Puan Maharani,"capaian,kerja keras","positif,positif"
puan,"“128 anggota fraksi PDI Perjuangan berkumpul, untuk kembali menyelaraskan derap langkah kami agar selalu seirama de… https://t.co/AHQ3BM5Tr4",0,1552465038836916225,"named_entity_recognition: [""PDI Perjuangan""]

aspect_sentiment: [""anggota (positive)"", ""fraksi (positive)"", ""kumpul (positive)"", ""derap langkah (positive)"", ""kami (positive)""]",240,PDI Perjuangan,"anggota,fraksi,kumpul,derap langkah,kami","positive,positive,positive,positive,positive"
puan,Mesin politik PDIP bakal solid mendukung Puan Maharani apabila nantinya maju pada Pilpres 2024. Puan dinilai layak… https://t.co/0aieX9VfsK,0,1552465038836916225,"named_entity_recognition: [""PDIP"", ""Puan Maharani""]
aspect_sentiment: [""Mesin politik PDIP (positive)"", ""Puan Maharani (positive)""]",234,"PDIP,Puan Maharani","Mesin politik PDIP,Puan Maharani","positive,positive"
puan,"Meski elektabilitasnya masih rendah di sejumlah survei, sosok Puan Maharani menyimpan sisi baik yg belum banyak dik… https://t.co/D4MFT5qlbs",0,1552465038836916225,"named_entity_recognition: [Puan Maharani]

aspect_sentiment: [elektabilitas (rendah)]",211,Puan Maharani,elektabilitas,rendah
ganjar,"Pertemuan Ganjar dengan Yasui..

Kerjasama yang ditandatangani @ganjarpranowo ini antara Provinsi Jawa Tengah dan J… https://t.co/Malm5Ut8Bs",2,1552468494788481024,"named_entity_recognition: [Provinsi Jawa Tengah, Yasui, Ganjar Pranowo]

aspect_sentiment: [Kerjasama (positif)]",229,"Provinsi Jawa Tengah,Yasui,Ganjar Pranowo",Kerjasama,positif
ganjar,"@ekowboy2 Ini manusia goblok yg tak punya otak.
Giliran kelompoknya merampok uang rakyat dgn cara jualan nama tuhan… https://t.co/WLKV5dAhET",1,1552475665232203776,"named_entity_recognition: [ekowboy2, tuhan]
aspect_sentiment: [merampok (negative), jualan (negative)]",226,"ekowboy2,tuhan","merampok,jualan","negative,negative"
ganjar,"Lahirkan Jokowi, Puan hingga Ganjar, Megawati Putuskan Capres 2024 Terbaik https://t.co/rPyr6qFwSj",0,1552475665232203776,"named_entity_recognition: [Jokowi, Puan, Ganjar, Megawati]
aspect_sentiment: [Lahirkan (positive), Putuskan (positive), Capres 2024 Terbaik (positive)]",233,"Jokowi,Puan,Ganjar,Megawati","Lahirkan,Putuskan,Capres 2024 Terbaik","positive,positive,positive"
ganjar,"Sekolah gratis gagasan dr @ganjarpranowo, khusus unk rakyatnya yg kurang mampu agar bisa mengubah Nasib keluarganya… https://t.co/yiqh7FqeXA",101,1552111385718718465,"named_entity_recognition: [""ganjarpranowo""]

aspect_sentiment: [""sekolah gratis (positive)"", ""gagasan (positive)"", ""rakyatnya (positive)"", ""keluarganya (positive)""]",242,ganjarpranowo,"sekolah gratis,gagasan,rakyatnya,keluarganya","positive,positive,positive,positive"
ganjar,Santri-Ulama di Sulsel Dukung Ganjar Nyapres: Dia Bersahaja &amp; Merakyat https://t.co/YJ1Gt8YlV7,0,1552111385718718465,"named_entity_recognition: [Ganjar, Sulsel]
aspect_sentiment: [Santri-Ulama (positive), Ganjar (positive), Nyapres (positive), Bersahaja (positive), Merakyat (positive)]",232,"Ganjar,Sulsel","Santri-Ulama,Ganjar,Nyapres,Bersahaja,Merakyat","positive,positive,positive,positive,positive"
ganjar,"Ternyata... Pak Ganjar pernah ngontrak ketika awal menikah

Pantesan aja kebijakan beliau selama ini pro banget sam… https://t.co/5ksiwg15SO",3,1552466168316772352,"named_entity_recognition: [Pak Ganjar]

aspect_sentiment: [ngontrak (positive), awal menikah (neutral), kebijakan (positive)]",230,Pak Ganjar,"ngontrak,awal menikah,kebijakan","positive,neutral,positive"
ganjar,Kabid Pengelolaan Daerah Aliran Sungai dan Konservasi Sumber Daya Alam Dinas Lingkungan Hidup dan Kehutanan Provins… https://t.co/BvABkdI3sB,0,1552466168316772352,"named_entity_recognition: [""Kabid Pengelolaan Daerah Aliran Sungai dan Konservasi Sumber Daya Alam Dinas Lingkungan Hidup dan Kehutanan Provins""]

aspect_sentiment: []",245,Kabid Pengelolaan Daerah Aliran Sungai dan Konservasi Sumber Daya Alam Dinas Lingkungan Hidup dan Kehutanan Provins,,
ganjar,"Sejak periode pertama di tahun 2014 hingga saat ini, telah ada sebanyak 101 juta batang pohon ditanam untuk reboisa… https://t.co/x0qji8s8Cw",0,1552466168316772352,"named_entity_recognition: []

aspect_sentiment: [periode (positive), tahun (positive), 101 juta batang pohon (positive), reboisa (positive)]",231,,"periode,tahun,101 juta batang pohon,reboisa","positive,positive,positive,positive"
ganjar,Pemerintah Provinsi Jawa Tengah di bawah kepemimpinan Ganjar Pranowo telah berupaya melakukan rehabilitasi hutan da… https://t.co/L4gMfdspFT,0,1552466168316772352,"named_entity_recognition: [""Pemerintah Provinsi Jawa Tengah"", ""Ganjar Pranowo""]

aspect_sentiment: [""rehabilitasi hutan da (positive)""]",231,"Pemerintah Provinsi Jawa Tengah,Ganjar Pranowo",rehabilitasi hutan da,positive
ganjar,"SEMARANG 

Ganjar Pranowo, Inisiator Program pro rakyat di masa pandemi Covid 19.

@ganjarpranowo, berbakat &amp; sanga… https://t.co/1NUTkhfj8E",4,1552441669920133124,"named_entity_recognition: [""Ganjar Pranowo"", ""Program pro rakyat"", ""Covid 19""]

aspect_sentiment: [""Inisiator Program pro rakyat (positive)"", ""masa pandemi Covid 19 (negative)""]",254,"Ganjar Pranowo,Program pro rakyat,Covid 19","Inisiator Program pro rakyat,masa pandemi Covid 19","positive,negative"
ganjar,"Luncurkan Jogo Konco, Ganjar Serius Lindungi Anak-Anak dari Perundungan https://t.co/1TnzJyjhok #beritajogja #jogja… https://t.co/4eF2uAzXb5",0,1552441669920133124,"named_entity_recognition: [Jawaban anda: Tidak ada entitas yang dapat diidentifikasi sebagai ""PERSON"" atau ""ORGANIZATION""]

aspect_sentiment: [Jawaban anda: Tidak ada verb atau noun-phrase yang dapat diidentifikasi dalam komentar tersebut]",263,Tidak ada entitas yang dapat diidentifikasi sebagai PERSON atau ORGANIZATION,,
ganjar,"Gimana mazeeehhhh....
Smoga P.Ganjar...diberikan kesehatan https://t.co/p5Ebc8Txm5",2,1552145623742582784,"named_entity_recognition: [P.Ganjar (PERSON)]

aspect_sentiment: [kesehatan (positive)]",204,P.Ganjar (PERSON),kesehatan,positive
ganjar,"Cegah Kekerasan dan Perundungan Anak, Gubernur Ganjar Pranowo Luncurkan Aplikasi Jogo Konco. Artinya Beliau,Pak… https://t.co/df4bJLZ6HC",1,1552477196849070081,"named_entity_recognition: [Gubernur Ganjar Pranowo, Aplikasi Jogo Konco]
aspect_sentiment: [Cegah Kekerasan (positive), Perundungan Anak (negative), Aplikasi Jogo Konco (positive)]",258,"Gubernur Ganjar Pranowo,Aplikasi Jogo Konco","Cegah Kekerasan,Perundungan Anak,Aplikasi Jogo Konco","positive,negative,positive"
ganjar,"Gema dan Sholawat kami panjatkan serta Doa Untuk Bapak Ganjar Pranowo Presiden 2024.

Santri Dukung Ganjar Kordinat… https://t.co/na3EmymiU6",0,1552477196849070081,"named_entity_recognition: [Ganjar Pranowo (PERSON)]

aspect_sentiment: [Gema (positive), Sholawat (positive), Doa (positive), Bapak Ganjar Pranowo (positive), Presiden 2024 (positive), Santri (positive), Ganjar (positive)]",263,Ganjar Pranowo (PERSON),"Gema,Sholawat,Doa,Bapak Ganjar Pranowo,Presiden 2024,Santri,Ganjar","positive,positive,positive,positive,positive,positive,positive"
ganjar,"Yuk daftar untuk dapat vaksinasi, khitanan, imunisasi, donor darah, ataupun cek kesehatan, SEMUANYA GRATISSS LOHH.… https://t.co/0CryYYzjAe",0,1552477196849070081,"named_entity_recognition: []

aspect_sentiment: [daftar (positive), vaksinasi (positive), khitanan (positive), imunisasi (positive), donor darah (positive), cek kesehatan (positive), GRATISSS (positive)]",258,,"daftar,vaksinasi,khitanan,imunisasi,donor darah,cek kesehatan,GRATISSS","positive,positive,positive,positive,positive,positive,positive"
ganjar,"Ganjar Pranowo Tak Berhasil Atasi Peredaran Narkoba, Buktinya BNN Jateng Catat Ratusan Desa di Jateng Kategori Baha… https://t.co/hajZOtRLIA",19,1552256158492430336,"named_entity_recognition: [Ganjar Pranowo, BNN Jateng]
aspect_sentiment: [Atasi (negative), Peredaran Narkoba (negative), BNN Jateng (neutral), Ratusan Desa di Jateng (neutral), Kategori Baha (neutral)]",261,"Ganjar Pranowo,BNN Jateng","Atasi,Peredaran Narkoba,BNN Jateng,Ratusan Desa di Jateng,Kategori Baha","negative,negative,neutral,neutral,neutral"
ganjar,"JOGO KONCO (Jaga Teman) 

Terobosan Pak Ganjar @ganjarpranowo  untuk mencegah kekerasan dan perundungan pada anak a… https://t.co/7y2EJEwTgd",6,1552454665031233539,"named_entity_recognition: [Pak Ganjar (PERSON)]

aspect_sentiment: [Terobosan (positive), kekerasan (negative), perundungan (negative), anak (neutral)]",241,Pak Ganjar (PERSON),"Terobosan,kekerasan,perundungan,anak","positive,negative,negative,neutral"
ganjar,"Gercep ! 👍

Ganjar Respons Cepat Aduan Penyekapan 54 WNI di Kamboja, Ini Perkembangannya 
https://t.co/w3k7GiFCq1",0,1552454665031233539,"named_entity_recognition: [Ganjar, Kamboja]
aspect_sentiment: [Respons (positif)]",217,"Ganjar,Kamboja",Respons,positif
ganjar,"Akhirnya! Duel Anies vs Ganjar Soal Prestasi, ini Pemenangnya.
Chusnul: Tahun 2019, @ganjarpranowo Setahun 40 Pengh… https://t.co/UQOrxfOqU4",108,1552094259683405824,"named_entity_recognition: [""Anies"", ""Ganjar"", ""Chusnul"", ""Ganjar Pranowo""]
aspect_sentiment: [""Duel (positive)"", ""Prestasi (positive)"", ""Pemenang (positive)"", ""Tahun 2019 (positive)"", ""Setahun 40 Pengh (positive)""]",273,"Anies,Ganjar,Chusnul,Ganjar Pranowo","Duel,Prestasi,Pemenang,Tahun 2019,Setahun 40 Pengh","positive,positive,positive,positive,positive"
ganjar,Ganjar: Jepang-Jateng Jajaki Kerjasama Bidang Kesehatan Sampai Kebencanaan https://t.co/cpXYEhJxpE,0,1552094259683405824,"named_entity_recognition: [Ganjar, Jepang-Jateng]
aspect_sentiment: [Jepang-Jateng (positive), Kerjasama (positive), Bidang Kesehatan (positive), Kebencanaan (positive)]",239,"Ganjar,Jepang-Jateng","Jepang-Jateng,Kerjasama,Bidang Kesehatan,Kebencanaan","positive,positive,positive,positive"
ganjar,"Temui Ganjar, Investor Taiwan Sebut Jateng Berkembang Pesat https://t.co/SCyJaJtti7",0,1552094259683405824,"named_entity_recognition: [Ganjar, Taiwan]
aspect_sentiment: [Temui (positive), Investor Taiwan (positive), Jateng Berkembang Pesat (positive)]",210,"Ganjar,Taiwan","Temui,Investor Taiwan,Jateng Berkembang Pesat","positive,positive,positive"
ganjar,"@ChusnulCh__ @ganjarpranowo Pak Ganjar vs Anis ya jauh Anis itu mental dan kinerjanya belum level pejbat publik, ma… https://t.co/xFBUGmsazM",0,1552094259683405824,"named_entity_recognition: [Anis, Ganjar Pranowo]
aspect_sentiment: [Anis (negative), mental (positive), kinerjanya (negative), level pejabat publik (positive)]",240,"Anis,Ganjar Pranowo","Anis,mental,kinerjanya,level pejabat publik","negative,positive,negative,positive"
ganjar,Puan tak masalah bahkan Ganjar jadi salah satu bacapres. Waktunya Puan Maharani,0,1552094259683405824,"named_entity_recognition: [Puan Maharani, Ganjar]

aspect_sentiment: [Puan (positive), Ganjar (positive)]",197,"Puan Maharani,Ganjar","Puan,Ganjar","positive,positive"
ganjar,"Dengan digelarnya doa istighosah bersama ini, memiliki harapan bangsa ini menjadi Baldatun Thoyyibatun Warrobbun Gh… https://t.co/q8FotFw98n",3,1552469215365304320,"named_entity_recognition: []

aspect_sentiment: []",205,,,
ganjar,"Cegah Kekerasan dan Perundungan Anak, Gubernur Ganjar Pranowo Luncurkan Aplikasi Jogo Konco. Artinya Beliau,Pak… https://t.co/df4bJLZ6HC",1,1552441669920133124,"named_entity_recognition: [Gubernur Ganjar Pranowo, Aplikasi Jogo Konco]
aspect_sentiment: [Cegah Kekerasan (positive), Perundungan Anak (negative), Aplikasi Jogo Konco (positive)]",258,"Gubernur Ganjar Pranowo,Aplikasi Jogo Konco","Cegah Kekerasan,Perundungan Anak,Aplikasi Jogo Konco","positive,negative,positive"
ganjar,"Lindungi Anak dari Perundungan, Ganjar Pranowo Luncurkan Aplikasi Jogo Konco...

""Anak-anak ini sangat kreatif dari… https://t.co/3mpH1PUA19",2,1552465981678972928,"named_entity_recognition: [Ganjar Pranowo, Jogo Konco]
aspect_sentiment: [Lindungi Anak (positive), Perundungan (negative), Aplikasi Jogo Konco (positive)]",244,"Ganjar Pranowo,Jogo Konco","Lindungi Anak,Perundungan,Aplikasi Jogo Konco","positive,negative,positive"
ganjar,"Ganjar Pranowo klaim...

Ganjar menyebutkan, iklim investasi yang kondusif dan kemudahan pelayanan berinvestasi di… https://t.co/yjxwHvmens",6,1552465322271461376,"named_entity_recognition: [Ganjar Pranowo]

aspect_sentiment: [iklim investasi (positif), kemudahan pelayanan berinvestasi (positif)]",231,Ganjar Pranowo,"iklim investasi,kemudahan pelayanan berinvestasi","positif,positif"
ganjar,Saat memberi sambutan secara virtual melalui Zoom dalam pembukaan Sekolah Lapang Cuaca Nelayan (SLCN) 2022 yg disel… https://t.co/yWUMEsDfbZ,0,1552465322271461376,"named_entity_recognition: [Sekolah Lapang Cuaca Nelayan (SLCN) 2022]

aspect_sentiment: [memberi sambutan (positif)]",230,Sekolah Lapang Cuaca Nelayan (SLCN) 2022,memberi sambutan,positif
ganjar,Gubernur Jawa Tengah Ganjar Pranowo mengajak nelayan di Kabupaten Cilacap untuk memanfaatkan teknologi dan informas… https://t.co/tDfUa9QUnL,0,1552465322271461376,"named_entity_recognition: [Ganjar Pranowo, Jawa Tengah, Kabupaten Cilacap]
aspect_sentiment: [memanfaatkan teknologi (positive), informasi (positive)]",241,"Ganjar Pranowo,Jawa Tengah,Kabupaten Cilacap","memanfaatkan teknologi,informasi","positive,positive"
ganjar,Mungkin ketemu Ganjar di Jakarta? https://t.co/j02mjPTymZ,2,1552463024421670913,"named_entity_recognition: [Ganjar, Jakarta]

aspect_sentiment: [ketemu (positive)]",185,"Ganjar,Jakarta",ketemu,positive
ganjar,"Dukungan datang lagi, hampir semua kalangan sdh ada nyatakan dukungan, dari tokoh agama, nelayan, petani, hingga pe… https://t.co/Zct4nq2Z99",32,1552157066344935424,"named_entity_recognition: [tokoh agama, nelayan, petani]
aspect_sentiment: [dukungan (positif)]",224,"tokoh agama,nelayan,petani",dukungan,positif
ganjar,Disnakertrans Jateng langsung menindaklanjuti laporan &amp; mendapat informasi dari WNI atas nama Mohammad Effendy mewa… https://t.co/XmYP1g4oaa,12,1552438822658777088,"named_entity_recognition: [""Disnakertrans Jateng"", ""WNI"", ""Mohammad Effendy""]
aspect_sentiment: [menindaklanjuti (positive), mendapat informasi (positive)]",239,"Disnakertrans Jateng,WNI,Mohammad Effendy","menindaklanjuti,mendapat informasi","positive,positive"
ganjar,Prestasi ganjar yg sngt menakjubkan https://t.co/jr3K4jh5ow,15,1552130853954015232,"named_entity_recognition: []

aspect_sentiment: []",181,,,
ganjar,"@ekowboy2 Ini manusia goblok yg tak punya otak.
Giliran kelompoknya merampok uang rakyat dgn cara jualan nama tuhan… https://t.co/WLKV5dAhET",1,1552130853954015232,"named_entity_recognition: [ekowboy2, tuhan]
aspect_sentiment: [merampok (negative), jualan (negative)]",226,"ekowboy2,tuhan","merampok,jualan","negative,negative"
ganjar,Membuka Hari Koperasi Hybrid Expo 2022 dlm rangka memeriahkan Hari Koperasi Nasional @ganjarpranowo berharap kopera… https://t.co/XfXYvhwtbk,2,1552460187360849923,"named_entity_recognition: [""ganjarpranowo"", ""Hari Koperasi Nasional""]
aspect_sentiment: [""Membuka Hari Koperasi Hybrid Expo 2022 (positive)"", ""memeriahkan Hari Koperasi Nasional (positive)"", ""berharap koperasi (positive)""]",258,"ganjarpranowo,Hari Koperasi Nasional","Membuka Hari Koperasi Hybrid Expo 2022,memeriahkan Hari Koperasi Nasional,berharap koperasi","positive,positive,positive"
ganjar,"Pribadi saya Dukung Siapapun yg jadi Pemimpin Indonesia asal Dia tetap menjaga dan mendukung ""Bhineka Tunggal Ika""… https://t.co/5jjKC6fCJE",3,1552473173312282629,"named_entity_recognition: [Siapapun, Indonesia, Bhineka Tunggal Ika]
aspect_sentiment: [Dukung (positive), menjaga (positive), mendukung (positive)]",242,"Siapapun,Indonesia,Bhineka Tunggal Ika","Dukung,menjaga,mendukung","positive,positive,positive"
ganjar,Gemanya sudah Merebak dan Menggaung seantero Negeri... Semoga Allah Memberikan Pemimpin yg Baik Buat Seluruh Bangsa… https://t.co/CtyhMep0YS,3,1552471958851588096,"named_entity_recognition: []

aspect_sentiment: []",203,,,
ganjar,"Respons cepat Gubernur Jawa Tengah @ganjarpranowo atas 
aduan seorang warganet
mengenai adanya dugaan penyekapan 
5… https://t.co/k2webCOUeM",13,1552450137754324992,"named_entity_recognition: [Gubernur Jawa Tengah, Ganjar Pranowo]

aspect_sentiment: [Respons (positif)]",232,"Gubernur Jawa Tengah,Ganjar Pranowo",Respons,positif
